ts_code,trade_date,close,pe,pe_ttm,total_mv,circ_mv,pb,turnover_rate
688310.SH,20250808,17.61,,,292712.8741,292712.8741,3.7297,1.7155
000796.SZ,20250808,5.03,,,806705.8247,669375.7054,9.3509,5.7983
002948.SZ,20250808,5.07,6.9203,6.2948,2950919.8451,1577915.2684,0.7436,0.7576
300611.SZ,20250808,24.92,49.3027,42.2286,525998.1026,369571.0262,4.7675,5.8881
300951.SZ,20250808,33.84,27.075,28.08,572371.6077,511438.4915,2.533,1.3545
688011.SH,20250808,46.66,,,466600.0,466600.0,4.3179,4.3649
688668.SH,20250808,91.79,115.8033,72.4213,1277732.643,1277732.643,6.8477,5.3879
000723.SZ,20250808,4.6,,,2025598.9342,2022272.504,1.4852,0.771
688037.SH,20250808,112.9,112.046,118.6888,2272426.8813,2272426.8813,8.4396,1.6656
603590.SH,20250808,56.29,212.4792,199.0728,897017.609,885089.758,2.9326,2.81
002258.SZ,20250808,12.27,45.6093,30.6402,982136.4788,980557.4733,1.2712,1.0928
688369.SH,20250808,32.1,,,369850.0079,369850.0079,3.7612,8.8256
601107.SH,20250808,5.59,11.7173,11.2173,1709455.54,1208971.66,1.0716,0.6265
000980.SZ,20250808,2.38,,,1200126.3619,1197470.5042,91.0586,5.1984
430198.BJ,20250808,10.96,430.069,244.4926,176854.8037,76987.8383,4.3983,4.5389
300994.SZ,20250808,17.43,33.0934,28.5882,406272.384,203345.352,3.3709,3.4949
000521.SZ,20250808,7.27,10.7077,10.3219,748754.5408,636546.4332,1.2621,0.9796
688509.SH,20250808,4.74,,,364980.0,182391.5028,2.856,2.9476
300863.SZ,20250808,35.55,41.4471,39.2692,670010.267,642988.7049,4.3675,0.9573
300427.SZ,20250808,7.05,,,358506.8101,348838.8857,2.9123,4.437
300743.SZ,20250808,21.29,34.8609,31.6929,321991.0224,271025.1958,5.4683,2.3291
000819.SZ,20250808,16.1,94.2903,107.9571,595212.9847,588507.0127,2.7867,1.566
002661.SZ,20250808,10.63,24.2637,19.36,354125.4197,334595.8743,1.545,1.6874
300107.SZ,20250808,8.03,233.2759,351.6319,451755.649,278790.1942,3.0132,2.983
000001.SZ,20250808,12.4,5.4065,5.51,24063338.5655,24062909.094,0.5607,0.4276
002130.SZ,20250808,22.81,33.9074,31.4546,2873828.6199,2849308.9922,5.1373,2.4761
603789.SH,20250808,5.51,,,149018.7214,143260.0,6.9741,1.1056
002078.SZ,20250808,14.69,13.2371,13.5429,4105172.0898,4061610.1714,1.4329,0.5988
002361.SZ,20250808,7.34,207.4426,182.0078,698059.6672,593896.2703,3.1801,9.8296
600696.SH,20250808,6.55,,,219077.4773,219077.4773,5.766,2.4649
688403.SH,20250808,12.67,66.633,61.1725,1064556.4657,736389.2462,3.3826,9.4354
601939.SH,20250808,9.6,7.4837,7.5618,251136366.2006,9209911.3018,0.7651,1.1574
603727.SH,20250808,14.32,40.1233,81.1931,403422.0047,403422.0047,1.2744,0.6686
002066.SZ,20250808,12.63,52.0289,58.0735,296687.541,291753.0,4.1177,1.7544
688313.SH,20250808,54.92,388.0506,93.4537,2519742.3854,2519742.3854,18.1138,5.578
688336.SH,20250808,49.58,43.4021,42.685,3058023.9617,3058023.9617,5.4454,0.7135
301658.SZ,20250808,34.6,55.115,54.3929,1426804.1271,133998.9111,4.6403,33.4857
002939.SZ,20250808,8.87,22.6532,19.5316,3578536.71,3093521.5629,1.1823,0.5735
603272.SH,20250808,19.34,183.8942,137.527,200414.618,200414.618,3.6059,2.246
000815.SZ,20250808,13.31,,,925395.0996,925395.0996,6.9626,3.3232
601128.SH,20250808,7.8,6.7839,6.3911,2586868.3168,2586868.3168,0.8873,1.7012
001239.SZ,20250808,17.26,52.3823,50.8565,414240.0,196764.0,3.1257,8.832
000002.SZ,20250808,6.45,,,7695307.6088,6267344.2496,0.3912,0.5293
300929.SZ,20250808,11.83,,,156313.2869,149942.1221,1.9388,2.6649
600182.SH,20250808,15.92,31.0559,35.6951,541280.0,270640.0,5.2586,1.1879
603187.SH,20250808,13.06,14.2695,14.7079,504659.4357,504659.4357,1.2493,2.9285
301108.SZ,20250808,27.37,158.2689,197.1523,308066.4617,176962.6454,1.6835,5.9375
688511.SH,20250808,24.84,,,255427.5887,255427.5887,3.09,3.2344
002211.SZ,20250808,2.97,,,128445.3064,128445.3064,61.3329,2.2102
301366.SZ,20250808,39.0,92.2544,125.0025,817191.1839,296913.4272,3.8716,5.2866
688799.SH,20250808,49.38,39.4638,44.5744,648458.16,648458.16,3.6094,2.192
002702.SZ,20250808,4.47,,,248424.72,205058.4563,2.31,3.7726
300800.SZ,20250808,12.18,72.4284,76.5276,288372.462,285476.667,1.4442,1.5604
833266.BJ,20250808,11.78,,,146072.0082,95141.9805,1.6082,7.632
688393.SH,20250808,31.05,136.4536,1298.447,290527.7054,290527.7054,2.3509,6.3505
603168.SH,20250808,8.19,,,307882.5791,264203.2567,1.9252,1.8728
301319.SZ,20250808,29.88,41.2505,41.1805,368603.5584,166196.9852,3.3504,7.2843
301283.SZ,20250808,40.73,41.9082,39.7434,327541.789,186851.221,2.1576,3.6647
300957.SZ,20250808,45.05,37.9347,53.8238,1908318.0,1908318.0,3.2762,0.7175
600623.SH,20250808,8.25,19.232,19.4407,1751335.806,1544269.6302,0.7823,0.5584
301115.SZ,20250808,16.6,186.1878,175.2222,307364.5044,175548.1772,1.2223,3.2875
002277.SZ,20250808,5.98,297.6349,1059.8906,833715.3344,833715.3344,1.2414,2.1834
002219.SZ,20250808,2.18,64.3442,63.6526,738449.2222,713305.531,3.66,2.7807
600681.SH,20250808,3.74,15.7192,15.0633,501479.6989,501088.4807,1.3994,0.7935
000089.SZ,20250808,7.25,33.5593,29.0775,1486807.894,1486788.2422,1.3195,0.7038
300479.SZ,20250808,22.14,267.6232,155.2267,436248.4751,435999.4001,8.4579,5.7953
600319.SH,20250808,7.16,,,277599.9189,225965.304,5.5431,1.8446
002891.SZ,20250808,59.59,46.0577,39.9141,1813756.9491,1813756.0552,6.2946,3.0078
301133.SZ,20250808,24.5,30.5242,37.5992,261226.5803,236035.5456,2.6172,1.1583
300982.SZ,20250808,19.88,77.7011,107.4895,411446.7102,385440.6882,1.3951,1.6332
600081.SH,20250808,13.1,79.3706,64.4198,724464.2827,724464.2827,1.5676,1.4864
603662.SH,20250808,66.89,72.3209,64.2701,1884019.9005,1878470.9871,7.0581,3.3469
300716.SZ,20250808,7.82,,,125135.64,125135.64,110.3608,1.4889
601016.SH,20250808,3.04,14.7957,15.2621,1967910.5752,1813920.4942,1.145,1.17
600769.SH,20250808,10.72,313.7235,301.0617,401975.5584,401975.5584,37.3924,1.4144
688015.SH,20250808,22.35,50.4595,47.4577,421701.4584,421701.4584,1.6693,1.2434
003041.SZ,20250808,27.54,52.3218,15.4121,396576.0,376811.6436,2.6464,0.9114
002174.SZ,20250808,14.44,,,1348567.8797,1347770.9,3.1441,4.7027
002214.SZ,20250808,11.1,,,665154.1079,531710.9801,4.5209,1.3595
000697.SZ,20250808,8.09,,,706338.6087,478035.2111,77.2687,0.9027
000026.SZ,20250808,17.72,32.6305,37.8115,719013.8204,646371.2404,2.1862,15.2104
603636.SH,20250808,13.21,,,766656.2509,766656.2509,3.2965,4.0956
833171.BJ,20250808,10.58,259.2838,,587621.0853,303580.879,4.3694,3.5553
002640.SZ,20250808,5.19,,,808623.4503,725133.8255,9.4567,7.3269
600021.SH,20250808,10.79,14.8548,13.5618,3039266.393,3039266.393,1.563,6.9268
001226.SZ,20250808,36.59,134.873,119.3081,273205.4553,273205.4553,3.7907,5.8579
300910.SZ,20250808,59.58,24.4043,23.0591,1763182.3863,1237052.0925,5.371,1.5456
000978.SZ,20250808,6.47,,,302880.11,302872.8313,2.8603,1.3574
603683.SH,20250808,23.82,102.9196,107.3875,689909.7625,616440.8504,4.4516,4.0744
000037.SZ,20250808,9.33,256.6899,145.4116,562377.5021,316201.304,3.8146,4.3145
002304.SZ,20250808,68.79,15.5286,24.353,10362835.664,10362586.9882,2.1488,0.2303
300771.SZ,20250808,13.15,79.9413,84.233,315600.0,238276.8665,1.6496,5.5567
688639.SH,20250808,37.68,49.7278,61.1809,942435.9312,942435.9312,3.6825,2.0852
430478.BJ,20250808,23.07,36.5619,32.1727,181580.9709,108904.4058,3.7678,5.3253
002559.SZ,20250808,10.02,73.4477,79.5257,550864.554,501408.339,3.2377,3.2234
002897.SZ,20250808,39.61,61.902,75.2711,768630.8459,722722.9232,3.1053,2.7519
300150.SZ,20250808,5.39,92.2874,65.1054,315372.1626,277441.592,2.0531,7.836
603101.SH,20250808,7.65,61.6591,42.7456,359856.0,359856.0,2.5605,4.3905
002095.SZ,20250808,20.25,,,511758.0,509709.5404,5.7518,1.9266
301237.SZ,20250808,38.67,,,309360.0,151779.75,2.3393,3.832
600879.SH,20250808,11.32,68.1509,85.9101,3734806.8461,3734806.8461,1.8174,5.9802
300461.SZ,20250808,21.1,,,331389.6201,240558.4942,6.2773,2.7254
603836.SH,20250808,14.09,35.0617,69.1216,289176.4489,289176.4489,1.6421,1.7782
300316.SZ,20250808,28.1,14.6621,18.2806,3679789.9696,3460670.7667,2.207,0.8991
600808.SH,20250808,4.14,,,3196951.2986,2470648.991,1.3828,5.1148
605288.SH,20250808,54.17,43.8495,45.0425,380267.5063,380267.5063,1.7188,2.0109
688391.SH,20250808,31.56,38.8253,43.6065,363379.3783,180861.5989,1.9251,1.9449
002051.SZ,20250808,8.72,29.8644,28.7323,1079020.5931,1078915.2729,0.9467,1.8184
301369.SZ,20250808,58.2,202.0257,195.4785,410186.4298,145645.8958,2.7865,6.8086
688363.SH,20250808,52.55,145.2491,771.8671,2531219.1617,2531219.1617,3.6811,1.051
600877.SH,20250808,12.69,218.8587,243.1209,1502571.4953,1502571.4953,6.0745,0.8637
300841.SZ,20250808,84.86,27.6615,40.8579,1102729.3849,1009233.8277,3.3033,7.8899
002801.SZ,20250808,35.38,36.8335,34.1222,812438.016,409709.9526,4.633,2.6387
873806.BJ,20250808,15.63,40.4882,40.8719,470051.4105,470051.4105,3.1565,1.4764
300839.SZ,20250808,13.5,,,364199.1026,357078.5033,6.8569,9.3641
002731.SZ,20250808,14.86,17.5663,15.7003,380647.816,341269.4104,2.1166,15.7166
300883.SZ,20250808,6.64,,,229744.0,219567.9178,1.6161,2.6535
002102.SZ,20250808,4.15,,,1027385.1179,901746.8534,3.5578,1.7001
603131.SH,20250808,21.62,547.546,2994.1689,687496.6652,687496.6652,5.6817,19.5273
873570.BJ,20250808,43.25,207.9033,390.9992,216984.4758,106519.0064,6.3712,10.6056
000975.SZ,20250808,18.92,24.1752,22.2245,5253558.5254,4781902.1784,4.1469,1.4601
002037.SZ,20250808,12.62,155.5159,134.8062,610661.0603,610661.0603,3.2323,13.4557
600289.SH,20250808,6.99,,,441105.3962,395579.9561,3.598,1.7368
300391.SZ,20250808,4.26,,,149243.1837,149243.1837,,1.5226
002947.SZ,20250808,36.36,20.3911,18.8329,931577.1457,699586.7943,2.9873,8.9498
603015.SH,20250808,12.55,79.4931,72.2842,507294.845,507294.845,3.7429,1.7293
301176.SZ,20250808,30.16,,,509905.0677,169968.3569,3.322,9.4259
301059.SZ,20250808,12.41,53.7407,52.4779,286862.114,256560.6493,5.0471,1.9271
600768.SH,20250808,12.97,1110.0623,214.0335,173470.1184,173470.1184,4.5307,3.4378
300051.SZ,20250808,7.53,,,280218.9276,275362.6423,12.7207,3.6159
002028.SZ,20250808,79.99,30.3868,25.3663,6226463.8507,4853692.9005,4.9828,0.7554
002965.SZ,20250808,42.93,31.6958,35.1518,1139277.8812,856116.9674,2.7288,13.8817
300635.SZ,20250808,14.16,,,198429.744,169580.2053,5.3294,6.274
300643.SZ,20250808,25.11,46.9724,43.5062,580677.654,579193.0654,5.0099,3.5447
300207.SZ,20250808,21.14,26.5763,25.4055,3902034.6154,3618502.5043,1.6355,1.5444
601995.SH,20250808,36.0,30.5182,26.7452,17378124.7248,10524752.784,1.8438,0.4261
603019.SH,20250808,68.08,52.1198,47.9011,9960892.2575,9958108.3301,4.7832,1.2126
601288.SH,20250808,6.71,8.3252,8.2798,234838615.7288,214212865.4314,0.9055,0.1219
600612.SH,20250808,47.74,12.8083,14.1819,2497364.2053,1513881.3736,2.0444,0.5315
002248.SZ,20250808,11.61,419.8252,322.6035,357002.3916,357002.3916,44.9872,35.3189
300376.SZ,20250808,4.19,51.5565,52.0566,975532.7594,975195.2235,1.429,0.7292
600686.SH,20250808,12.29,55.8662,47.1648,881251.2755,881251.2755,2.8418,1.4029
000623.SZ,20250808,19.15,14.7618,11.8995,2290139.6661,2280916.9418,0.7877,1.1648
300045.SZ,20250808,22.47,,,1489031.2553,1160155.7065,9.4241,14.4187
000518.SZ,20250808,2.34,,,240916.1559,240911.3522,6.7711,1.0191
600167.SH,20250808,6.2,21.2887,19.6786,1402961.0871,1402961.0871,1.28,0.2626
603299.SH,20250808,10.78,10.9572,11.9744,842627.5418,837872.7996,1.4321,0.4646
002108.SZ,20250808,3.59,38.6363,41.7575,597876.6786,591762.5705,1.2039,1.7669
300079.SZ,20250808,5.79,338.4091,326.9084,825670.2479,741976.7208,1.9579,2.9292
600025.SH,20250808,9.23,20.024,19.0096,16614000.0,16614000.0,2.9189,0.0661
688132.SH,20250808,21.59,,,328654.2154,234242.2552,2.2942,2.5499
688259.SH,20250808,43.39,80.1436,84.8403,484666.3,484666.3,3.1963,3.0503
301316.SZ,20250808,47.09,290.0604,347.0793,1902436.0,1143470.0026,19.4098,5.7866
601116.SH,20250808,10.77,41.3854,36.6373,589849.6368,589849.6368,1.8599,1.6598
605016.SH,20250808,20.34,34.7846,28.8008,854305.0589,854305.0589,4.7341,0.6642
600148.SH,20250808,22.97,,,325063.2857,325063.2857,6.988,4.4829
002352.SZ,20250808,47.58,23.6846,22.9566,24088288.6169,22815943.5818,2.5412,0.3831
002519.SZ,20250808,5.46,,,615031.2703,610365.4972,2.6493,9.0948
603529.SH,20250808,35.47,15.5066,14.6142,3082602.4843,3005760.5459,3.4721,0.4917
000900.SZ,20250808,4.34,19.3282,20.1248,658737.497,658708.202,0.6035,0.6836
600958.SH,20250808,11.46,29.0643,24.9694,9737155.5046,8560027.3621,1.2677,0.9469
601156.SH,20250808,14.45,8.5357,8.6765,2294017.7784,1364940.5784,1.3035,1.0573
600770.SH,20250808,5.55,238.7809,109.2529,721500.0,721500.0,2.1944,3.3517
600097.SH,20250808,11.25,44.2964,40.7444,271053.6289,271053.6289,1.2051,2.1852
688089.SH,20250808,27.9,37.8047,32.4082,469582.4448,469582.4448,3.0042,1.6499
603813.SH,20250808,15.82,,,166133.73,142288.244,2.9045,0.8653
300174.SZ,20250808,15.31,19.6029,21.9824,557606.0612,555664.4516,1.6864,1.1323
688007.SH,20250808,16.25,267.0002,,746348.1106,746348.1106,2.7556,1.7814
002416.SZ,20250808,12.1,25.7879,27.7852,1499530.9853,1480924.2078,2.6667,1.7147
000953.SZ,20250808,8.41,38.8515,37.6533,307908.766,307908.766,20.9731,16.8768
301428.SZ,20250808,40.25,64.1481,69.5866,397133.3347,246316.5847,3.2027,6.6443
600810.SH,20250808,9.69,293.3633,,983639.7353,974118.3413,1.4435,1.4567
300073.SZ,20250808,41.42,47.7812,47.7571,2254464.3729,2095733.1743,1.5912,1.6923
603477.SH,20250808,21.14,20.7944,13.7145,1078288.684,1078288.684,3.4937,3.0803
301119.SZ,20250808,41.1,47.007,38.9092,427440.0,345692.1,4.4201,6.8139
000858.SZ,20250808,122.22,14.8937,14.522,47441013.0371,47439197.4957,3.4923,0.2124
603162.SH,20250808,8.77,14.7791,20.6132,811409.9839,241636.5616,1.9477,2.7656
300322.SZ,20250808,27.25,,,1255711.1876,1202281.0499,13.4667,37.9826
300371.SZ,20250808,13.35,46.5355,44.3007,268625.0902,179437.8586,2.452,3.7765
603180.SH,20250808,21.06,16.3014,16.4262,324865.4273,324865.4273,1.1833,0.7116
603001.SH,20250808,10.12,,,405791.76,405791.76,1.5948,4.4829
603161.SH,20250808,13.84,25.6062,30.779,269060.2637,263996.27,1.8508,6.4903
688323.SH,20250808,16.97,,,305460.3801,305460.3801,3.8117,1.9501
301602.SZ,20250808,27.28,80.2653,73.8257,1168483.2525,159189.5047,9.3487,21.3526
002742.SZ,20250808,6.0,,,259200.0,259114.8492,,5.6781
834599.BJ,20250808,23.57,13.7163,12.6167,1087814.425,819232.7335,3.7178,1.8321
688365.SH,20250808,16.57,,,705591.5014,705591.5014,7.4719,4.6922
603173.SH,20250808,43.47,26.6316,22.3463,695520.0,215350.38,4.1813,5.8301
000570.SZ,20250808,5.98,228.235,141.4803,422004.1192,332304.1192,1.246,1.331
003021.SZ,20250808,117.28,125.1486,125.5175,2817024.552,2418278.8851,8.736,2.9459
688206.SH,20250808,30.86,,,1342958.8544,1342958.8544,6.8179,1.0974
002449.SZ,20250808,9.25,111.0209,142.0188,572091.3813,572091.3813,1.5014,1.8918
002846.SZ,20250808,15.78,,,662749.9576,405574.5555,4.7723,4.0432
003033.SZ,20250808,45.88,28.6364,23.7523,375069.0,370198.2691,2.9547,1.8802
002798.SZ,20250808,6.53,,,267857.5629,222328.3551,1.9092,1.8103
002627.SZ,20250808,5.53,34.0757,32.1162,400704.562,396591.6599,1.3226,2.4611
002384.SZ,20250808,52.3,88.2363,76.5025,9579307.3924,7250462.6113,4.648,3.1274
003020.SZ,20250808,27.1,32.0923,30.5916,515393.7132,373233.4573,3.0135,5.6347
603992.SH,20250808,30.36,29.4405,34.5371,1314270.0792,1289544.8952,4.1445,1.9281
001314.SZ,20250808,47.83,197.0936,164.9041,671753.218,247517.8633,3.3184,10.0208
300662.SZ,20250808,34.57,33.1317,30.5803,680359.5831,678552.3775,3.39,6.3685
001308.SZ,20250808,23.43,19.6954,19.0263,1641529.5346,561950.94,2.1014,0.8065
300749.SZ,20250808,8.88,,,182190.4272,139767.2928,3.4036,3.1112
002228.SZ,20250808,3.48,44.4709,37.9104,416048.1994,414633.9553,1.418,0.9291
000635.SZ,20250808,9.23,,,280118.2583,279749.8566,2.7419,2.4948
603070.SH,20250808,14.03,58.5809,57.1195,562603.0,554769.9219,2.6753,0.5039
002923.SZ,20250808,15.07,126.5406,397.5291,504684.182,388933.8433,4.5725,14.8396
603810.SH,20250808,17.15,,,283396.8831,283396.8831,1.8815,1.0199
300840.SZ,20250808,22.79,61.7107,,546960.0,403577.0227,4.3661,14.2273
003008.SZ,20250808,23.85,28.9918,27.9689,248040.0,185668.2551,2.3808,2.1143
688198.SH,20250808,122.89,115.6827,99.2751,1692786.8064,1692786.8064,14.3148,1.0327
601126.SH,20250808,17.33,20.18,18.6083,1444053.444,1419073.4621,3.415,0.7445
688125.SH,20250808,43.33,,,354933.518,97481.3035,1.8759,3.35
002306.SZ,20250808,1.83,,,159166.5375,148954.7508,,1.9103
830832.BJ,20250808,8.75,114.5212,164.4953,121418.3819,107205.0726,1.6346,2.2109
600718.SH,20250808,9.93,187.3,258.3726,1180879.1271,1180879.1271,1.2811,2.6086
300530.SZ,20250808,34.13,,,586869.9712,540190.575,42.6916,2.3995
688115.SH,20250808,74.99,327.3465,,499958.33,316004.1105,4.014,4.7718
600814.SH,20250808,7.72,22.9349,26.8974,567501.5217,563167.9383,1.5645,0.5485
601212.SH,20250808,3.35,307.0363,204.7003,2480599.4612,2480599.4612,1.6547,1.0709
603211.SH,20250808,19.51,105.9085,110.0387,530297.408,530297.408,4.4556,1.9731
300317.SZ,20250808,4.16,,,345358.3765,344827.9765,2.1546,2.3387
300118.SZ,20250808,10.27,,,1170794.2373,951850.3842,1.0436,3.4879
603518.SH,20250808,10.79,12.1971,13.3818,373549.9985,371233.1158,1.0383,15.1692
600691.SH,20250808,2.42,,,574987.6324,574891.8004,1.4983,0.6405
831010.BJ,20250808,13.45,69.8104,74.9886,315402.5,233583.5985,4.7152,4.5161
002407.SZ,20250808,12.44,,,1480898.1158,1344205.2275,1.7885,1.772
002468.SZ,20250808,17.35,25.5391,24.4629,2655941.758,2545591.941,2.7285,3.4494
300168.SZ,20250808,8.0,,,1152502.8608,1151346.036,7.7676,4.0533
688238.SH,20250808,7.65,,,496513.0755,490476.4605,3.0597,2.152
688607.SH,20250808,31.08,155.163,207.4626,273905.0159,273905.0159,3.2061,2.91
002716.SZ,20250808,5.07,84.3099,74.1431,1431305.9435,1120712.8976,4.3146,7.1446
002287.SZ,20250808,29.1,26.8363,25.4228,1562626.1754,1559342.5081,4.0975,3.8297
688239.SH,20250808,38.09,38.7558,41.6103,730969.7026,725701.8328,3.9263,1.3673
688383.SH,20250808,74.26,187.4648,326.6823,758444.1136,758444.1136,5.5378,3.7536
688093.SH,20250808,36.9,34.6533,29.7677,969109.5413,969109.5413,5.0559,2.3842
600508.SH,20250808,12.32,12.4426,17.2077,890388.576,890388.576,0.6967,0.3394
603078.SH,20250808,18.68,73.0355,71.9961,720370.3793,720370.3793,3.7977,2.7929
300455.SZ,20250808,19.75,199.1377,212.7369,1417591.6736,1399529.3111,7.6659,18.0592
603598.SH,20250808,17.81,,,478132.4249,477063.8249,24.8693,3.5418
002797.SZ,20250808,7.35,34.1818,35.1622,3088764.0,3088764.0,1.8824,1.4747
301120.SZ,20250808,13.23,,,491416.5158,289233.9451,3.2518,7.5427
839371.BJ,20250808,10.86,48.9285,51.3943,223113.8521,210307.8867,4.0705,0.9822
688256.SH,20250808,692.8,,2232.8562,28983303.5187,28983303.5187,49.1619,1.5598
002476.SZ,20250808,4.9,53.176,47.3689,299880.0,299845.6755,3.2065,3.4227
300578.SZ,20250808,20.78,139.7502,203.5237,412004.5197,403327.4442,3.4756,4.5601
002495.SZ,20250808,2.75,104.1845,102.6295,257297.04,192712.7144,2.3139,3.4637
688776.SH,20250808,86.22,198.6104,458.7048,934481.8386,934481.8386,5.0467,1.2976
603023.SH,20250808,4.09,451.5296,1548.9252,228270.0195,228270.0195,2.9647,2.3029
002327.SZ,20250808,7.3,11.2848,12.8549,611919.2435,356054.4136,1.7807,1.0638
688305.SH,20250808,60.8,62.2102,59.4467,808072.6022,803859.7702,4.4216,1.5733
001872.SZ,20250808,20.47,11.338,11.204,5120587.6559,3571817.2885,0.8427,0.1022
000877.SZ,20250808,5.8,,,4124085.1825,4124084.3125,0.5065,1.7035
600664.SH,20250808,3.92,15.6995,14.8452,987255.8714,987255.8714,1.7748,1.6217
603085.SH,20250808,11.46,,,455076.6,455076.6,5.2281,1.181
002978.SZ,20250808,29.85,16.5435,16.5426,1408890.0246,1104420.0246,1.7304,0.8602
688098.SH,20250808,9.38,,,385184.072,385184.072,2.7384,11.3119
300432.SZ,20250808,12.88,55.5011,45.7973,2202171.1917,2177618.3027,5.0235,2.3071
301221.SZ,20250808,53.16,165.0685,86.1862,492380.1468,333436.4196,2.5024,3.589
832175.BJ,20250808,12.98,,,154462.0,102900.0663,2.0229,3.0775
601606.SH,20250808,51.88,,,3757296.9392,3757296.9392,17.2997,19.3573
600084.SH,20250808,5.79,536.6077,505.3678,650637.8346,650637.8346,5.0214,0.7126
300170.SZ,20250808,18.18,97.5845,106.1406,1838412.524,1770719.9412,3.498,11.3397
002323.SZ,20250808,1.62,,,343578.533,343506.1153,8.7967,1.4637
831305.BJ,20250808,21.26,59.0061,59.2315,298192.76,234051.8843,3.7274,1.3182
600409.SH,20250808,5.62,23.2486,28.8547,1160164.3898,1160164.3898,0.8462,1.1771
688260.SH,20250808,22.25,,,267000.0,267000.0,15.513,5.4867
300761.SZ,20250808,20.4,11.2299,10.3706,1708030.0676,1246209.0516,1.9014,2.16
300385.SZ,20250808,5.81,,,193557.7865,168195.5103,10.0139,1.8733
601609.SH,20250808,8.48,27.2638,24.9941,1259704.2968,1259704.2968,1.5653,5.9898
002177.SZ,20250808,6.41,447.3526,413.2731,487923.6195,428963.6831,2.8663,8.2099
605268.SH,20250808,9.84,31.6306,29.9721,439161.66,430693.11,2.8162,1.8743
002486.SZ,20250808,2.84,122.4675,66.5037,234096.4004,233012.5925,2.2521,4.1515
300589.SZ,20250808,14.88,499.6259,,561969.978,344631.2368,6.8558,11.983
301331.SZ,20250808,35.96,98.6729,81.5358,369999.2257,119033.724,3.4961,4.996
600550.SH,20250808,8.73,166.9019,131.1967,1607654.363,1607654.363,25.5044,1.0546
300270.SZ,20250808,8.71,,,263744.0504,223592.5792,4.447,3.3098
000798.SZ,20250808,8.34,,,305126.1658,305101.1458,8.9142,2.5246
301282.SZ,20250808,26.17,49.3239,47.7887,395533.2963,188780.4825,2.3599,6.2968
603712.SH,20250808,24.38,,,1882136.0,1882136.0,4.3522,8.5876
688079.SH,20250808,12.0,,,488085.2376,477502.7976,3.6077,1.721
601686.SH,20250808,6.16,20.8593,15.9346,886055.4916,886055.4916,1.4082,0.6952
002860.SZ,20250808,13.77,34.4708,31.9208,495324.1345,481457.8698,2.2468,3.343
000751.SZ,20250808,3.43,260.3637,114.4788,554161.2941,483584.9912,1.5472,2.4182
002580.SZ,20250808,13.69,30.2716,29.0099,621346.6514,619251.8172,2.7899,4.4246
605258.SH,20250808,32.1,39.6341,40.407,282480.0,282480.0,2.433,2.0048
000028.SZ,20250808,25.57,22.1502,24.4642,1423136.9019,1222383.3416,0.7998,0.4932
301004.SZ,20250808,69.47,13.7859,12.9994,1010419.3156,934405.2624,5.7822,0.5941
688268.SH,20250808,54.35,35.3856,35.5199,653856.8543,653416.6193,3.717,2.6811
600742.SH,20250808,10.38,15.161,15.0149,771294.0794,771294.0794,0.9201,0.6624
300642.SZ,20250808,17.29,81.3839,71.1641,281059.3949,238095.3442,1.9033,8.5805
688591.SH,20250808,46.8,115.6633,81.9233,1126679.7485,777054.8261,4.7884,4.1517
600399.SH,20250808,5.63,99.4144,,1110292.3,1110292.3,1.7922,4.3639
600015.SH,20250808,8.12,4.6694,4.8132,12922921.916,12494425.8742,0.4305,0.2339
300395.SZ,20250808,75.91,126.1731,115.965,3964533.9057,3894509.2915,9.4947,3.2707
601607.SH,20250808,19.08,15.542,16.2907,7075554.3316,5321807.9195,0.9836,0.2626
002458.SZ,20250808,9.23,20.2694,31.2275,1021219.1205,691205.8193,2.3775,2.8621
600882.SH,20250808,27.2,122.5821,90.0199,1392785.9198,1392785.9198,3.1008,0.571
001283.SZ,20250808,71.68,63.3193,48.1918,577812.5588,414709.8081,2.8153,11.638
000718.SZ,20250808,2.17,39.8667,54.2897,658516.0953,495214.2075,0.7052,0.9095
002141.SZ,20250808,3.81,,,393548.539,393036.8854,4.7119,3.6869
835174.BJ,20250808,67.46,58.0266,60.123,607198.8116,585227.3999,7.6176,15.465
600500.SH,20250808,4.03,,,1446175.008,1445449.2695,1.1848,0.5121
300542.SZ,20250808,21.88,,,653249.059,539091.0255,11.7124,4.2451
000423.SZ,20250808,51.1,21.135,20.2062,3290721.5706,3285822.4144,3.3182,0.5497
300015.SZ,20250808,12.76,33.4618,32.105,11899206.1509,10119903.9047,5.8521,0.7586
300699.SZ,20250808,31.42,35.2424,35.3612,2612107.984,2580974.06,4.9667,1.1722
600460.SH,20250808,26.93,203.82,116.7896,4481345.4786,4481345.4786,3.6444,3.9239
002389.SZ,20250808,26.75,300.6178,484.24,2650735.3479,2650418.026,3.3481,4.6462
688625.SH,20250808,32.66,24.5757,23.6529,615056.226,615056.226,4.5468,1.4532
000650.SZ,20250808,5.78,16.7907,17.2558,809164.2993,769541.0121,1.3196,1.6523
605058.SH,20250808,29.2,29.4941,28.4123,417337.934,417337.934,2.4978,1.9908
300809.SZ,20250808,45.56,186.3687,197.7132,1155124.5952,642910.3906,7.1649,10.2111
002279.SZ,20250808,7.35,,,633722.0502,580449.6015,4.9023,10.0005
002957.SZ,20250808,16.85,50.7743,47.1606,707670.4552,690892.7417,2.3701,1.6967
